dbo_Region.name,dbo_Locality.name,dbo_Institution.name,dbo_lu_InstitutionType.name,pînã la 5 km,mai mul de 5 km
mun. Bãlþi,MUN.BALTI,"Scoala primara, 21",Scoala Primara,478,14
mun. Bãlþi,MUN.BALTI,ªcoalã internat pentru copii slab vãzãtor,Gimnaziu,23,60
mun. Bãlþi,MUN.BALTI,ªcoala internat auxiliarã,Gimnaziu,0,12
mun. Bãlþi,MUN.BALTI,Scoala medie nr.3,Scoala Medie,0,0
mun. Bãlþi,MUN.BALTI,"IÎP Liceul ""Elitex""",Liceu,,
mun. Bãlþi,MUN.BALTI,"L.T.""Mihail Lomonosov""",Liceu,0,34
mun. Bãlþi,MUN.BALTI,Scola medie nr.2,Scoala Medie,,
mun. Bãlþi,MUN.BALTI,Scoala medie nr.15,Scoala Medie,0,0
mun. Bãlþi,MUN.BALTI,ªcoala de tip internat,Gimnaziu,41,138
mun. Bãlþi,MUN.BALTI,Scoala medie nr.14,Scoala Medie,0,0
mun. Bãlþi,MUN.BALTI,"L.T.""V.Maiacovschi""",Liceu,2,0
mun. Bãlþi,MUN.BALTI,Gimnaziul nr.9,Gimnaziu,0,0
mun. Bãlþi,MUN.BALTI,Gimnaziul nr.7,Gimnaziu,0,0
mun. Bãlþi,MUN.BALTI,Scoala medie nr.6,Scoala Medie,0,0
mun. Bãlþi,MUN.BALTI,L.T. Coºbuc,Liceu,62,17
mun. Bãlþi,MUN.BALTI,L.T.A. I. Cuza,Liceu,0,0
mun. Bãlþi,MUN.BALTI,Scoala medie nr.4,Scoala Medie,0,0
mun. Bãlþi,MUN.BALTI,"""N. Gogol""",Liceu,42,766
mun. Bãlþi,MUN.BALTI,L.T. ªtefan cel Mare,Liceu,0,14
mun. Bãlþi,MUN.BALTI,L.T. M. Gorki,Liceu,0,4
mun. Bãlþi,S.ELIZAVETA,Scoala medie nr.19,Scoala Medie,,
mun. Bãlþi,MUN.BALTI,Scoala Medie Seralã nr.23,Scoala Medie,0,0
mun. Bãlþi,MUN.BALTI,"Liceul Teoretic Regional ""Ion Creangã""",Liceu,63,99
mun. Bãlþi,MUN.BALTI,L.T. V.Alecsandri,Liceu,6,0
mun. Bãlþi,MUN.BALTI,L.T. A.Puºkin,Liceu,0,1
mun. Bãlþi,MUN.BALTI,L.T. B-P. Haºdeu,Liceu,5,0
mun. Bãlþi,MUN.BALTI,L.T. D. Cantemir,Liceu,0,0
mun. Bãlþi,MUN.BALTI,L.T. M. Eminescu,Liceu,33,64
mun. Bãlþi,MUN.BALTI,Gimnaziul nr.10,Gimnaziu,0,0
mun. Bãlþi,S.SADOVOE,Gimnaziul nr.16,Gimnaziu,0,0
mun. Bãlþi,MUN.BALTI,"L.T.""Lucian Blaga""",Liceu,0,0
mun. Chiºinãu,sec.Buiucani,Gimnaziul nr.34,Gimnaziu,,
mun. Chiºinãu,sec.Botanica,ªcoala speciala nr.12,Scoala Medie,35,81
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Vasile Alecsandri""",Liceu,,507
mun. Chiºinãu,sec.Ciocana,ªcoala primarã nr.12,Scoala Primara,0,13
mun. Chiºinãu,Durleºti,ªcoala medie de culturã generalã nr.84,Scoala Medie,0,3
mun. Chiºinãu,Codru,ªcoala primarã nr.88,Scoala Primara,4,1
mun. Chiºinãu,sec.Rîºcani,ªcoala-grãdiniþã nr.199,Scoala Primara,87,30
mun. Chiºinãu,sec.Centru,Gimnaziul internat nr.3,Gimnaziu,5,221
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Aleco Russo""",Liceu,,
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Natalia Gheorghiu""",Liceu,,
mun. Chiºinãu,sec.Rîºcani,"Liceul teoretic ""G.Calinescu""",Liceu,125,
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic  ""Mircea Eliade""",Liceu,0,15
mun. Chiºinãu,Budeºti,"Liceul Teoretic ""Budeºti""",Liceu,28,
mun. Chiºinãu,sec.Buiucani,Liceul internat municipal cu profil sportiv,Liceu,,
mun. Chiºinãu,Grãtieºti,"Liceul Teoretic ""Grãtieºti""",Liceu,0,0
mun. Chiºinãu,sec.Ciocana,ªcoala medie de culturã generalã nr.35,Scoala Medie,,11
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Hyperion""",Liceu,0,0
mun. Chiºinãu,sec.Botanica,ªcoala-grãdiniþã nr.124,Scoala Primara,138,15
mun. Chiºinãu,sec.Botanica,Liceul teoretic cu profil sportiv nr.3,Scoala Medie,8,4
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Traian""",Liceu,674,99
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Rambam""",Liceu,192,105
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""M.de Cervantes""",Liceu,0,24
mun. Chiºinãu,sec.Buiucani,ªcoala medie de culturã generalã nr.86,Scoala Medie,29,6
mun. Chiºinãu,sec.Centru,"Liceul Teoretic ""Mihai Viteazul""",Liceu,1248,83
mun. Chiºinãu,Ghidighici,Gimnaziul nr.79,Gimnaziu,,
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Spiru Haret""",Liceu,53,14
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Mihai Grecu""",Liceu,531,248
mun. Chiºinãu,sec.Centru,"Liceul Teoretic ""Minerva""",Liceu,398,67
mun. Chiºinãu,sec.Buiucani,ªcoala medie de culturã generalã nr.59,Scoala Medie,,
mun. Chiºinãu,Vatra,ªcoala medie de culturã generalã nr.51,Scoala Medie,1,1
mun. Chiºinãu,sec.Botanica,ªcoala medie de culturã generalã nr.49,Scoala Medie,224,8
mun. Chiºinãu,sec.Ciocana,Gimnaziul nr. 44,Gimnaziu,4,12
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic  ""Onisifor Ghibu""",Liceu,0,30
mun. Chiºinãu,Codru,Gimnaziul nr.42,Gimnaziu,2,1
mun. Chiºinãu,sec.Centru,ªcoala medie de culturã generalã nr. 41,Scoala Medie,,2
mun. Chiºinãu,sec.Botanica,Gimnaziul  nr.17,Gimnaziu,113,17
mun. Chiºinãu,sec.Rîºcani,ªcoala medie de culturã generalã nr.85,Scoala Medie,,
mun. Chiºinãu,sec.Ciocana,"Liceul Teoretic ""Petru Zadnipru""",Liceu,750,58
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Liviu Rebreanu""",Liceu,898,9
mun. Chiºinãu,sec.Buiucani,Gimnaziul nr.65,Gimnaziu,,
mun. Chiºinãu,Dobrogea,Gimnaziul nr.68,Gimnaziu,302,3
mun. Chiºinãu,sec.Centru,Liceul tenologic pentru copii cu vederea slabã,Liceu,7,8
mun. Chiºinãu,sec.Centru,"Liceul Teoretic ""Nicolae Sulac""",Liceu,7,0
mun. Chiºinãu,sec.Botanica,ªcoala grãdiniþã  nr.90,Scoala Primara,200,24
mun. Chiºinãu,sec.Botanica,Gimnaziul nr.67,Gimnaziu,0,0
mun. Chiºinãu,sec.Botanica,Gimnaziul-internat nr.2,Gimnaziu,46,302
mun. Chiºinãu,sec.Botanica,ªcoala medie de cutlurã generalã nr.3,Scoala Medie,,
mun. Chiºinãu,sec.Botanica,ªcoala medie de culturã generalã nr.30,Scoala Medie,0,0
mun. Chiºinãu,sec.Botanica,Liceul Teoretic seral nr.2,Liceu,34,5
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Nicolae Gogol""",Liceu,1315,15
mun. Chiºinãu,sec.Botanica,ªcoala-grãdiniþã nr.120,Scoala Primara,148,26
mun. Chiºinãu,sec.Botanica,"ªcoala-grãdiniþã nr.152 ""Pas cu pas""",Scoala Primara,305,24
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Vasile Vasilache""",Liceu,7,29
mun. Chiºinãu,sec.Centru,"Liceul Teoretic ""Constantin Sibirschi""",Liceu,600,43
mun. Chiºinãu,sec.Centru,"Liceul Teoretic ""Vasile Lupu""",Liceu,516,57
mun. Chiºinãu,sec.Centru,ªcoala specialã nr.81,Scoala Medie,0,0
mun. Chiºinãu,sec.Rîºcani,"ªcoala auxiliarã nr.9 CPPC ""Orfeu""",Scoala Medie,61,25
mun. Chiºinãu,sec.Ciocana,"Liceul Teoretic ""Constantin Negruzzi""",Liceu,1055,18
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Alexandru Ioan Cuza""",Liceu,90,38
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""ªtefan cel Mare ºi Sfînt""",Liceu,73,0
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""N.Milescu-Spatarul""",Liceu,104,54
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Kiril si Metodiu""",Liceu,,12
mun. Chiºinãu,sec.Ciocana,ªcoala pe schimburi nr.3,Scoala Medie,319,97
mun. Chiºinãu,sec.Centru,ªcoala medie de culturã generalã nr.7,Scoala Medie,,
mun. Chiºinãu,sec.Ciocana,ªcoala primarã nr.83,Scoala Primara,20,10
mun. Chiºinãu,sec.Centru,"Liceul Teoretic ""Univers LIONS""",Liceu,,78
mun. Chiºinãu,sec.Ciocana,"Liceul Teoretic ""Toader Bubuiog""",Liceu,100,7
mun. Chiºinãu,sec.Ciocana,"Liceul Teoretic ""Olimp""",Liceu,800,67
mun. Chiºinãu,sec.Ciocana,"Liceul Teoretic ""Ginta Latinã""",Liceu,52,8
mun. Chiºinãu,sec.Centru,sc.-grad.nr.226,Scoala Primara,,13
mun. Chiºinãu,sec.Centru,ªcoala auxiliara nr.7,Scoala Medie,105,6
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Mihai Eminescu""",Liceu,,107
mun. Chiºinãu,sec.Ciocana,ªcoala primarã nr.103,Scoala Primara,,
mun. Chiºinãu,Ciorescu,Gimnaziul nr.45,Gimnaziu,27,
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Mircea cel Bãtrîn""",Liceu,,
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""George Meniuc""",Liceu,,29
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Vasil Levski""",Liceu,103,203
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Academia copiilor""",Liceu,200,180
mun. Chiºinãu,sec.Rîºcani,Liceul experimental Waldorf,Liceu,124,99
mun. Chiºinãu,sec.Botanica,ªcoala primarã nr.9,Scoala Primara,262,2
mun. Chiºinãu,sec.Rîºcani,ªcoala medie de culturã generalã nr.33,Scoala Medie,,
mun. Chiºinãu,sec.Ciocana,"Liceul Teoretic  ""Gaudeamus""",Liceu,,24
mun. Chiºinãu,sec.Rîºcani,"Gimnaziul teatral ""Ion Luca Caragiale""",Gimnaziu,179,2
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Lucian Blaga""",Liceu,,
mun. Chiºinãu,Cricova,Gimnaziul nr.77,Gimnaziu,4,3
mun. Chiºinãu,Cricova,"Liceul Teoretic ""Alexei Mateevici""",Liceu,20,4
mun. Chiºinãu,Stãuceni,"Liceul Teoretic ""Dragoº Vodã""",Liceu,,
mun. Chiºinãu,sec.Rîºcani,ªcoala auxiliarã-internat nr.6,Scoala Medie,4,103
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Nicolae Bãlcescu""",Liceu,151,61
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Iulia Hasdeu""",Liceu,1037,32
mun. Chiºinãu,sec.Ciocana,"Liceul Teoretic ""Mihai Berezovschi""",Liceu,135,10
mun. Chiºinãu,sec.Rîºcani,"Liceul tehnologic resurse educationale ºi trayning tehnologic ""B.Z.Hertli""",Liceu,,
mun. Chiºinãu,sec.Centru,"Liceul Teoretic ""Gheorghe Asachi""",Liceu,437,1556
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Mihail Kogalniceanu""",Liceu,34,21
mun. Chiºinãu,sec.Botanica,Liceul teatral,Liceu,321,50
mun. Chiºinãu,sec.Rîºcani,Liceul Teoretic “Mihailo Lomonosov”,Liceu,,
mun. Chiºinãu,sec.Centru,"Liceul Teoretic ""Mihailo Kotiubinski""",Liceu,0,20
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Tudor Vladimirescu""",Liceu,5,
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic  ""Petru Movila""",Liceu,14,16
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Nicolae Iorga""",Liceu,1156,88
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Bogdan Petriceicu Hasdeu""",Liceu,,
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Dante Alighieri""",Liceu,0,22
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Mihail Sadoveanu""",Liceu,,2
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Ion Creangã""",Liceu,38,29
mun. Chiºinãu,sec.Buiucani,"Liceul Teortic ""Alexandr Puskin""",Liceu,,
mun. Chiºinãu,Vadul lui Vodã,ªcoala primarã nr.19,Scoala Primara,19,10
mun. Chiºinãu,Truºeni,"Liceul Teoretic ""Truºeni""",Liceu,,
mun. Chiºinãu,sec.Rîºcani,"Liceul Teoretic ""Matei Basarab""",Liceu,7,7
mun. Chiºinãu,sec.Centru,Liceul Teoretic seral nr.1,Liceu,,
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic ""Elena Alistar""",Liceu,855,215
mun. Chiºinãu,Durleºti,"Liceul Moldo-Turc ""Orizont""",Liceu,0,15
mun. Chiºinãu,Bãcioi,ªcoala primarã nr.101,Scoala Primara,,
mun. Chiºinãu,sec.Botanica,"Liceul  ""Elitex""",Liceu,37,5
mun. Chiºinãu,sec.Centru,Gimnaziul nr.53,Gimnaziu,8,
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic "" I.S.Neciui-Leviþki""",Liceu,0,2
mun. Chiºinãu,Coloniþa,"Liceul Teoretic ""Gheorghe Ghimpu""",Liceu,11,25
mun. Chiºinãu,Vadul lui Vodã,"Liceul Teoretic ""ªtefan Vodã""",Liceu,70,2
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Liviu Deleanu""",Liceu,21,4
mun. Chiºinãu,Sîngera,"Liceul Teoretic ""Alexandru cel Bun""",Liceu,315,14
mun. Chiºinãu,Truºeni,Gimnaziul nr.99,Gimnaziu,,
mun. Chiºinãu,Braila,Gimnaziul nr.102,Gimnaziu,,
mun. Chiºinãu,sec.Centru,ªcoala primarã nr.32,Scoala Primara,2,
mun. Chiºinãu,sec.Buiucani,ªcoala primarã nr.91,Scoala Primara,42,10
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic  ""Dimitrie Cantemir""",Liceu,1048,85
mun. Chiºinãu,sec.Centru,ªcoala auxiliarã-internat nr.5,Scoala Medie,5,90
mun. Chiºinãu,sec.Ciocana,ªcoala primara nr.82,Scoala Primara,,12
mun. Chiºinãu,Bãcioi,"Liceul Teoretic ""Grigore Vieru""",Scoala Medie,,
mun. Chiºinãu,sec.Botanica,ªcoala medie de culturã generalã nr.6,Scoala Medie,,
mun. Chiºinãu,sec.Rîºcani,ªcoala medie de culturã generalã nr.8,Scoala Medie,186,40
mun. Chiºinãu,sec.Buiucani,ªcoala medie de culturã generalã nr.5,Scoala Medie,556,
mun. Chiºinãu,Tohatin,Gimnaziul .nr.74,Gimnaziu,23,
mun. Chiºinãu,sec.Ciocana,"Liceul Teoretic ""Dacia""",Liceu,14,2
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Antioh Cantemir""",Liceu,0,24
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Principesa Natalia Dadiani""",Liceu,1084,37
mun. Chiºinãu,Cruzeºti,Gimnaziul nr.75,Gimnaziu,,
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Anton Cehov""",Liceu,,
mun. Chiºinãu,sec.Ciocana,Liceul municipal sportiv nr.2,Liceu,7,32
mun. Chiºinãu,sec.Botanica,"Liceul Teoretic  ""Prosucces""",Liceu,148,15
mun. Chiºinãu,sec.Centru,"Liceul Teoretic ""T.Maiorescu""",Liceu,400,66
mun. Chiºinãu,sec.Buiucani,"Liceul Teoretic ""Petru Rareº""",Liceu,953,39
mun. Chiºinãu,sec.Ciocana,ªcoala .primara nr.95,Scoala Primara,315,0
mun. Chiºinãu,Durleºti,"Liceul Teoretic ""Durleºti""",Liceu,0,0
mun. Chiºinãu,sec.Buiucani,ªcoala medie de culturã generalã nr.52,Scoala Medie,0,0
mun. Chiºinãu,sec.Rîºcani,"Liceul ""Svetoci""",Liceu,,0
mun. Chiºinãu,sec.Ciocana,"Liceul Moldo-Turc ""Orizont""",Liceu,,
mun. Chiºinãu,sec.Centru,"Liceul ""Litterarum""",Liceu,,14
mun. Chiºinãu,sec.Botanica,Gimnaziul nr.31,Gimnaziu,12,
mun. Chiºinãu,sec.Buiucani,"Liceul  ""Socrate""",Liceu,,3
mun. Chiºinãu,sec.Rîºcani,Liceul de Limbi Moderne ºi Management,Liceu,0,0
mun. Chiºinãu,sec.Buiucani,"Liceul ""Prometeu-Prim""",Liceu,0,0
mun. Chiºinãu,sec.Buiucani,"Gimnaziul ""Elimul Nou""",Gimnaziu,5,55
mun. Chiºinãu,sec.Buiucani,"Liceul Moldo-Turc ""Orizont""",Liceu,197,9
mun. Chiºinãu,sec.Buiucani,"Liceul  ""Columna""",Liceu,5,2
mun. Chiºinãu,sec.Botanica,Liceul Teoretic Internaþional de Management,Liceu,,
mun. Chiºinãu,sec.Buiucani,"Liceul  ""Perspectiva-Prim""",Liceu,,7
mun. Chiºinãu,sec.Buiucani,"Liceul ""Evrica""",Liceu,60,9
mun. Chiºinãu,sec.Botanica,"Liceul ""Pampedia""",Liceu,,
mun. Chiºinãu,sec.Rîºcani,ªcoala-grãdiniþã Stãuceni,Scoala Primara,1,
r-l Anenii Noi,Gura Bîcului,Liceul teoretic Gura Bîcului,Liceu,2,0
r-l Anenii Noi,Creþoaia,ªcoala primarã Creþioaia,Scoala Primara,0,0
r-l Anenii Noi,Larga,ªcoala primarã Larga,Scoala Primara,0,0
r-l Anenii Noi,Botnãreºti,Gimnaziul Botnãreºti,Gimnaziu,13,0
r-l Anenii Noi,Troiþa Nouã,Gimnaziul Troiþa Nouã,Gimnaziu,74,0
r-l Anenii Noi,Anenii Noi,"Liceul teoretic ""Mihai Eminescu"" Anenii Noi",Liceu,123,142
r-l Anenii Noi,Chetrosu,ªcoala medie Chetrosu,Scoala Medie,143,0
r-l Anenii Noi,S.VARNITA,Liceul teoretic Varniþa,Liceu,184,1
r-l Anenii Noi,Roscani,ªcoala medie Roºcani,Scoala Medie,0,0
r-l Anenii Noi,Delacãu,ªcoala medie Delacãu,Scoala Medie,0,0
r-l Anenii Noi,Þînþãreni,"Gimnaziu ""Ion Creangã"" Þînþãreni",Gimnaziu,10,0
r-l Anenii Noi,Zolotievca,Gimnaziul Zolotievca,Gimnaziu,22,5
r-l Anenii Noi,Hîrbovãþul Nou,ªcoala primarã Hîrbovãþul Nou,Scoala Primara,0,0
r-l Anenii Noi,Mereni,ªcoala primarã Mereni,Scoala Primara,0,12
r-l Anenii Noi,Bulboaca,"Liceul teoretic ""Anton Guzun"" Bulboaca",Liceu,12,0
r-l Anenii Noi,Speia,Gimnaziul Speia,Gimnaziu,0,0
r-l Anenii Noi,Bulboaca,ªcoala auxiliarã Bulboaca,Gimnaziu,40,71
r-l Anenii Noi,Floreni,Gimnaziul Floreni,Gimnaziu,0,0
r-l Anenii Noi,Ochiul Roº,Gimnaziul Ochiul Ros,Gimnaziu,12,0
r-l Anenii Noi,Chirca,Gimnaziul Chirca,Gimnaziu,5,0
r-l Anenii Noi,Cobusca Veche,Gimnaziu Cobusca Veche,Gimnaziu,17,0
r-l Anenii Noi,ªerpeni,ªcoala medie ªerpeni,Scoala Medie,0,0
r-l Anenii Noi,Teliþa,Gimnaziul Teliþa,Gimnaziu,0,0
r-l Anenii Noi,Todireºti,Gimnaziul Todireºti,Gimnaziu,0,0
r-l Anenii Noi,Merenii Noi,Gimnaziul Merenii Noi,Gimnaziu,15,0
r-l Anenii Noi,Anenii Noi,"Liceul teoretic ""Hyperion"" Anenii Noi",Liceu,92,261
r-l Anenii Noi,Hîrbovãþ,ªcoala primarã Hîrbovãþ,Scoala Primara,0,0
r-l Anenii Noi,Hîrbovãþ,"Liceul teoretic ""Ion Creangã"" Hîrbovãþ",Liceu,0,0
r-l Anenii Noi,Cobusca Nouã,Gimnaziu  Cobusca Nouã,Gimnaziu,1,0
r-l Anenii Noi,Maximovca,ªcoala medie Maximovca,Scoala Medie,0,0
r-l Anenii Noi,Ciobanovca,Gimnaziul Ciobanovca,Gimnaziu,7,0
r-l Anenii Noi,Calfa,Gimnaziul Calfa,Gimnaziu,0,0
r-l Anenii Noi,Geamãna,ªcoala medie Geamãna,Scoala Medie,0,0
r-l Anenii Noi,Mereni,"Liceul teoretic ""Emil Nicula"" Mereni",Liceu,0,0
r-l Anenii Noi,Puhãceni,"Liceul teoretic ""Olimp"" Puhãceni",Liceu,9,3
r-l Anenii Noi,Anenii Noi,"Liceul teoretic ""Alexandru Puºkin"" Anenii Noi",Liceu,151,64
r-l Basarabeasca,Iserlia,Gimnaziul Iserlia,Gimnaziu,22,0
r-l Basarabeasca,Sadaclia,"Liceul Teoretic ""Mihai Eminescu""",Liceu,0,0
r-l Basarabeasca,Iordanovca,Gimnaziul Iordanovca,Gimnaziu,0,0
r-l Basarabeasca,Basarabeasca,"Liceul Teoretic ""A.S. Puºkin""",Liceu,6,0
r-l Basarabeasca,Basarabeasca,"Liceul Teoretic ""N.V. Gogol""",Liceu,320,0
r-l Basarabeasca,Abaclia,"Liceul Teoretic ""Constantin Stere""",Liceu,17,1
r-l Basarabeasca,Carabetovca,"Liceul Teoretic ""ªtefan cel Mare""",Liceu,10,0
r-l Basarabeasca,Baºcalia,"Liceul teoretic ""Marcu Tarlev""",Liceu,0,0
r-l Basarabeasca,Basarabeasca,"Liceul Teoretic ""Matei Basarab""",Liceu,26,0
r-l Basarabeasca,Abaclia,Gimnaziul Abaclia,Gimnaziu,0,0
r-l Basarabeasca,Basarabeasca,"Gimnaziu ?22, Basarabeasca",Gimnaziu,0,0
r-l Briceni,Briceni,Liceul Teoretic  nr.1 Briceni,Liceu,,
r-l Briceni,Slobozia-Sirãuþi,gimnaziul  Sloboziul ªireuþi,Gimnaziu,,
r-l Briceni,Halahora de Sus,ªcoala Medie  Halahora de Sus,Scoala Medie,32,25
r-l Briceni,Sirãuþi,ªcoala Medie  ªireuþi,Scoala Medie,5,0
r-l Briceni,Criva,gimnaziul Criva,Gimnaziu,26,
r-l Briceni,Bulboaca,gimnaziul  Bulboaca,Gimnaziu,0,0
r-l Briceni,Tabani,Liceul Teoretic  Tabani,Liceu,0,0
r-l Briceni,Drepcãuþi,Liceul Teoetic Drepcauþi,Liceu,5,
r-l Briceni,S.BERLINTI,gimnaziul Berlineþ,Gimnaziu,,
r-l Briceni,Bogdaneºti,gimnaziul  Bogdaneºti,Gimnaziu,78,
r-l Briceni,Hlina,gimnaziul  Hlina,Gimnaziu,0,0
