dbo_Region.name,dbo_Locality.name,dbo_Institution.name,dbo_lu_InstitutionType.name,pînã la 5 km,mai mul de 5 km
r-l Leova,Tomai,Scoala Medie Tomai,Scoala Medie,0,0
r-l Leova,Cupcui,Gimnaziu Cupcui,Gimnaziu,0,0
r-l Leova,Sãrata-Rãzeºi,gimnaziul Sarata-Rezesi,Gimnaziu,0,0
r-l Leova,Borogani,ªcoala medie Borogani,Scoala Medie,0,0
r-l Leova,Leova,"""Constantin Spataru""",Liceu,0,0
r-l Leova,Bãiuº,Gimnaziul Bãiuº,Gimnaziu,15,0
r-l Leova,Leova,"""Dimitrie Cantemir""",Gimnaziu,0,0
r-l Leova,Sãrãþica Nouã,Gimnaziu Saratica Noua,Gimnaziu,30,0
r-l Nisporeni,Soltãneºti,"Gimnaziul ""Ion Creanga""",Gimnaziu,0,0
r-l Nisporeni,ªendreni,Gimnaziul ªendreni,Gimnaziu,3,
r-l Nisporeni,Vãrzãreºti,Gimnaziul Vãrzãreºti,Gimnaziu,0,0
r-l Nisporeni,Nisporeni,"Liceul Teoretic ""ªtefan cel Mare""",Liceu,7,13
r-l Nisporeni,Nisporeni,"Liceul Teoretic ""Boris Cazacu""",Liceu,12,62
r-l Nisporeni,Seliºte,Liceul Teoretic Seliºte,Liceu,68,4
r-l Nisporeni,Nisporeni,"Liceul Teoretic ""Mircea Eliade""",Liceu,12,62
r-l Nisporeni,Isaicani,Gimnaziul Isãicani,Gimnaziu,0,0
r-l Nisporeni,Mileºti,Liceu Teoretic Milesti,Liceu,0,0
r-l Nisporeni,Cîrneºti,Gimnaziul Cîrneºti,Gimnaziu,0,0
r-l Nisporeni,Cristeºti,Gimnaziul Cristeºti,Gimnaziu,2,0
r-l Nisporeni,Zberoaia,Gimnaziul Zberoaia,Gimnaziu,0,0
r-l Nisporeni,Vulcãneºti,Gimnaziul Vulcãneºti,Gimnaziu,0,0
r-l Nisporeni,Vînãtori,Gimnaziul Vînãtori,Gimnaziu,3,0
r-l Nisporeni,Valea-Trestieni,Gimnaziul Valea-Trestieni,Gimnaziu,0,0
r-l Nisporeni,Marinici,Gimnaziul Marinici,Gimnaziu,0,0
r-l Nisporeni,Cioreºti,"Gimnaziul ""V.Dumbravã""",Gimnaziu,0,0
r-l Nisporeni,Bãlãneºti,Gimnaziul Bãlãneºti,Gimnaziu,3,0
r-l Nisporeni,Bãcºeni,Gimnaziul Bãcºeni,Gimnaziu,,
r-l Nisporeni,Bãlãureºti,Liceul Teoretic Bãlãureºti,Liceu,7,4
r-l Nisporeni,Grozeºti,"Liceul Teoretic ""Prometeu""",Liceu,57,0
r-l Nisporeni,Bolþun,Gimnaziul Bolþun,Gimnaziu,0,0
r-l Nisporeni,Iurceni,"Liceul Teoretic ""Grigore Vieru""",Liceu,50,0
r-l Nisporeni,Gãureni,Gimnaziul Gãureni,Gimnaziu,0,0
r-l Nisporeni,Bolduresti,"Liceul Teoretic ""Valeriu  Bulicanu""",Liceu,19,0
r-l Nisporeni,Nisporeni,ªcoala Auxiliarã,Gimnaziu,32,36
r-l Nisporeni,ªiºcani,Gimnaziul  ªiºcani,Gimnaziu,103,8
r-l Nisporeni,Bursuc,Gimnaziul Bursuc,Gimnaziu,0,0
r-l Nisporeni,Brãtuleni,Gimnaziul Brãtuleni,Gimnaziu,0,0
r-l Nisporeni,Cãlimãneºti,Gimnaziul Cãlimãneºti,Gimnaziu,0,0
r-l Nisporeni,Ciuteºti,Gimnaziul Ciuteºti,Gimnaziu,0,0
r-l Nisporeni,Bãrboieni,Gimnaziul Bãrboieni,Gimnaziu,0,0
r-l Nisporeni,Nisporeni,ªcoala primarã-gradinita Nisporeni,Scoala Primara,0,0
r-l Nisporeni,Vãrzãreºti,"Liceul Teoretic ""Alexandru cel Bun""",Liceu,13,0
r-l Nisporeni,Nisporeni,"Gimnaziul ""Mihai Eminescu""",Gimnaziu,0,0
r-l Ocniþa,Naslavcea,Gimnaziul Naslavcea,Gimnaziu,0,0
r-l Ocniþa,Lipnic,"Liceul Teoretic "" ªtefan cel Mare""",Liceu,0,2
r-l Ocniþa,Ocniþa,"Liceul Teoretic ""D. Cantemir""",Liceu,0,0
r-l Ocniþa,Mereºeuca,gimnaziul Mereºeuca,Gimnaziu,0,0
r-l Ocniþa,Corestãuþi,gimnaziul Corestãuþi,Gimnaziu,0,0
r-l Ocniþa,Ocniþa,"Liceul Teoretic  ""C. Stamati""",Liceu,19,8
r-l Ocniþa,Calaraºovca,gimnaziul Calaraºeuca,Gimnaziu,0,2
r-l Ocniþa,Berezovca,Gimnaziul Berezouca,Gimnaziu,,
r-l Ocniþa,Verejeni,gimnaziul Verejeni,Gimnaziu,,
r-l Ocniþa,Frunzã,gimnaziu-gradinital Frunze,Gimnaziu,0,0
r-l Ocniþa,Codreni,Gimnaziul Codreni,Gimnaziu,0,0
r-l Ocniþa,Vãlcineþ,Gimnaziul Vãlcineþ,Gimnaziu,20,0
r-l Ocniþa,Ocniþa,"Liceul Teoretic ""M. Sadoveanu""",Liceu,194,32
r-l Ocniþa,Unguri,gimnaziul Unguri,Gimnaziu,125,0
r-l Ocniþa,Sauca,"ªcoala Medie ""P. Zadnipru""",Scoala Medie,1,0
r-l Ocniþa,Ocniþa,gimnaziul Ocniþa,Gimnaziu,0,0
r-l Ocniþa,Hãdãrãuþi,ªcoala Medie Hãdãrãuþi,Scoala Medie,0,0
r-l Ocniþa,Gîrbova,gimnaziul Gîrbova,Gimnaziu,0,0
r-l Ocniþa,Mihãlãºeni,gimnaziul  Mihãlãºeni,Gimnaziu,4,0
r-l Ocniþa,Rujniþa,Liceul Teoretic  Rujniþa,Liceu,,
r-l Ocniþa,Ocniþa,Liceul Teoretic Ocniþa,Liceu,15,8
r-l Ocniþa,Lencãuþi,gimnaziul  Lencãuþi,Gimnaziu,3,
r-l Ocniþa,Clocuºna,"Liceul Teoretic ""Em. Loteanu""",Liceu,0,0
r-l Ocniþa,Otaci,"Liceul Teoretic ""M. Eminescu""",Liceu,72,65
r-l Ocniþa,Bîrnova,gimnaziul -grãdiniþã  Bîrnova,Gimnaziu,,
r-l Ocniþa,Paladea,gimnaziul Paladia,Gimnaziu,0,0
r-l Ocniþa,S.GRINAUTI,Liceul Teoretic  Grinãuþi,Liceu,167,6
r-l Ocniþa,Dîngeni,gimnaziul Dîngeni,Gimnaziu,3,0
r-l Ocniþa,Otaci,gimnaziul Otaci,Gimnaziu,0,10
r-l Orhei,Susleni,Centrul educational Gimnaziu-gradinita Susleni,Gimnaziu,,
r-l Orhei,Bieºti,Liceul Teoretic Bieºti,Liceu,68,11
r-l Orhei,Fedoreuca,ªcoala Primarã - gradinita Fedoreuca,Scoala Primara,,
r-l Orhei,Zahoreni,Gimnaziul Zahoreni,Gimnaziu,,
r-l Orhei,Zorile,Gimnaziul Zorile,Gimnaziu,21,
r-l Orhei,Puþintei,Gimnaziul Puþintei,Gimnaziu,2,1
r-l Orhei,Lucãºeuca,Gimnaziul  Lucaºeuca,Gimnaziu,,
r-l Orhei,Orhei,"Liceul Teoretic ""Alecu Russo""",Liceu,583,319
r-l Orhei,Orhei,"Liceul Teoretic ""Mihail Lomonosov""",Liceu,15,3
r-l Orhei,Susleni,"Liceul Teoretic ""Vasile Lupu""",Liceu,,
r-l Orhei,Ciocîlteni,"Liceul Teoretic ""Dimitrii Cantemir""",Liceu,80,
r-l Orhei,Peresecina,"Liceul Teoretic ""Alexandru Donici""",Liceu,0,0
r-l Orhei,Orhei,"Liceul Teoretic ""Onisifor Ghibu""",Liceu,,97
r-l Orhei,Jora de Jos,ªcoala Medie Jora de Jos,Scoala Medie,,
r-l Orhei,Isacova,Gimnaziul Isacova,Gimnaziu,,
r-l Orhei,Chiperceni,Gimnaziul Chiperceni,Gimnaziu,0,0
r-l Orhei,Pohribeni,ªcoala Medie Pohribeni,Scoala Medie,,
r-l Orhei,Trebujeni,Gimnaziul Trebijeni,Gimnaziu,,
r-l Orhei,Orhei,"Liceul Teoretic ""Ion Luca Caragiale""",Liceu,,72
r-l Orhei,Vîºcãuþi,Gimnaziul Vîºcãuþi,Gimnaziu,,
r-l Orhei,Bulãieºti,Centrul eductional ''Gimnaziu- gradinita''  Bulãieºti,Gimnaziu,,
r-l Orhei,Ivancea,Gimnaziul Ivancea,Gimnaziu,0,0
r-l Orhei,Gheltova,ªcoala Medie Ghetlova,Scoala Medie,,
r-l Orhei,Cliºova,Centrul Educational  ''Gimnaziul - gradinita'' Cliºova,Gimnaziu,,
r-l Orhei,Jora de Sus,Gimnaziul Jora de Sus,Gimnaziu,43,
r-l Orhei,Izvoare,Centrul educational Gimnaziu-gradinita Izvoare,Gimnaziu,,
r-l Orhei,Ivancea,Gimnaziul tip- sanatorial Ivancea,Gimnaziu,,
r-l Orhei,Hulboaca,"Centrul Educaþional  ""gimnaziu-grãdiniþã Hulboaca",Gimnaziu,0,0
r-l Orhei,Furceni,Gimnaziul Furceni,Gimnaziu,,
r-l Orhei,Vatici,Gimnaziul Vatici,Gimnaziu,32,
r-l Orhei,Discova,Centrul Educational ''Gimnaziu - gradinita'' Dîºcova,Gimnaziu,,
r-l Orhei,Mana,Gimnaziul Mana,Gimnaziu,,
r-l Orhei,Cucuruzeni,Gimnaziul Cucuruzeni,Gimnaziu,21,11
r-l Orhei,Hîjdieni,Gimnaziul Hîjdieni,Gimnaziu,,
r-l Orhei,Ciºmea,Gimnaziul Ciºmea,Gimnaziu,,
r-l Orhei,Camencea,Gimnaziul Camencea,Gimnaziu,12,
r-l Orhei,Butuceni,Gimnaziul Butuceni,Gimnaziu,,
r-l Orhei,Breanova,Gimnaziul Breanova,Gimnaziu,,
r-l Orhei,Braviceni,Gimnaziul Brãviceni,Gimnaziu,,
r-l Orhei,Bolohan,Gimnaziul Bolohan,Gimnaziu,0,0
r-l Orhei,Berezlogi,"Centrul Educational ""Gimnaziul - gradinita''Berezlogi",Gimnaziu,,
r-l Orhei,Cucuruzenii de Sus,Centrul educational Gimnaziu- gradinita Cucuruzenii de Sus,Gimnaziu,13,
r-l Orhei,Teleºeu,"Gimnaziul ""Ion Creangã""",Gimnaziu,3,0
r-l Orhei,Podgoreni,Centrul educational ''Gimnaziu - gradinita'' Podgoreni,Gimnaziu,,
r-l Orhei,Sãmãnanca,Gimnaziul Sãmãnanca,Gimnaziu,1,
r-l Orhei,Donici,Gimnaziul Donici,Gimnaziu,,
r-l Orhei,Seliºte,Gimaziul Seliºte,Gimnaziu,,
r-l Orhei,Mîrzeºti,Centrul educational ''Gimnaziu - gradinita'' Mîrzeºti,Gimnaziu,1,
r-l Orhei,Sirota,Centrul educational Gimnaziu- gradinita Sirota,Gimnaziu,,
r-l Orhei,Step-Soci,Gimnaziul Step- Soci,Gimnaziu,0,18
r-l Orhei,Piatra,Gimnaziul Piatra,Gimnaziu,,0
r-l Orhei,Tabãra,Gimnaziul Tabãra,Gimnaziu,0,
r-l Orhei,Pelivan,Gimnaziul Pelivan,Gimnaziu,,
r-l Orhei,Pohorniceni,Centrul educational ''Gimnaziu - gradinita'' Pohorniceni,Gimnaziu,,
r-l Orhei,Orhei,Gimnaziul nr. 6,Gimnaziu,,
r-l Orhei,Orhei,"Gimnaziul ""Ion ºi Doina Aldea Teodorovici""",Gimnaziu,10,10
r-l Orhei,Orhei,"Gimnaziul ""Mihai Eminescu""",Gimnaziu,6,11
r-l Orhei,Neculãieuca,Gimnaziul Niculãeuca,Gimnaziu,0,0
r-l Orhei,Morozeni,Gimnaziul Morozeni,Gimnaziu,,
r-l Orhei,Mitoc,Centrul educational Gimnaziu-gradinita Mitoc,Gimnaziu,,
r-l Orhei,Malãieºti,Gimnaziul Mãlãieºti,Gimnaziu,35,
r-l Orhei,ªercani,Gimnaziul ªercani,Gimnaziu,,
r-l Rezina,Slobozia-Horodiºte,Slobozia Horodiºte,Gimnaziu,,6
r-l Rezina,Meºeni,Meºeni,Gimnaziu,,
r-l Rezina,Sîrcova,Sîrcova,Gimnaziu,36,0
r-l Rezina,Solonceni,Solonceni,Gimnaziu,0,0
r-l Rezina,Pãpãuþi,Pãpãuþi,Gimnaziu,0,0
r-l Rezina,Otac,Otac,Gimnaziu,0,0
r-l Rezina,Lalova,Lalova,Gimnaziu,0,5
r-l Rezina,Lipceni,Lipceni,Gimnaziu,0,0
r-l Rezina,Cogilniceni,Cogîlniceni,Gimnaziu,0,0
r-l Rezina,Gordineºti,Gordineºti,Gimnaziu,0,0
r-l Rezina,Ghiduleni,Ghiduleni,Gimnaziu,3,
r-l Rezina,Buºãuca,Buºãuca,Gimnaziu,0,0
r-l Rezina,Pereni,Pereni,Gimnaziu,23,0
r-l Rezina,Pripiceni-Rãzeºi,Pripiceni - Rãzeºi,Gimnaziu,,
r-l Rezina,Piscãreºti,ªP Piscãreºti,Scoala Primara,0,0
r-l Rezina,Saharna Nouã,Saharna Nouã,Gimnaziu,16,18
r-l Rezina,Tahnãuþi,Þahnãuþi,Gimnaziu,0,0
r-l Rezina,Cuizãuca,"L/T ""Ion Creangã"" Cuizãuca",Liceu,9,0
r-l Rezina,Rezina,"L/T""ªtefan cel Mare"" Rezina",Liceu,90,235
r-l Rezina,Rezina,"L/T""A.S.Puºkin"" Rezina",Liceu,17,6
r-l Rezina,Rezina,"L/T ""Alexandru cel Bun"" Rezina",Liceu,123,52
r-l Rezina,Buciuºca,Buciuºca,Scoala Primara,2,0
r-l Rezina,Roºcanii de Sus,ªP Roºcana,Scoala Primara,2,0
r-l Rezina,Ignãþei,L/T Ignãþei,Liceu,11,8
r-l Rezina,Mincenii de Sus,ªP Mincenii de Sus,Scoala Primara,,
r-l Rezina,Þareuca,Þareuca,Gimnaziu,0,0
r-l Rezina,Ciniºeuþi,Ciniºeuþi,Scoala Medie,0,0
r-l Rezina,Mateuºi,Mateuþi,Scoala Medie,1,0
r-l Rezina,Ciorna,Ciorna,Gimnaziu,46,
r-l Rezina,Saharna,Saharna Veche,Scoala Primara,,
r-l Rezina,Þipova,ªP Þîpova,Scoala Primara,0,0
r-l Rezina,Tarasova,Tarasova,Gimnaziu,0,0
r-l Rezina,Echimãuþi,Echimãuþi,Liceu,0,0
r-l Rezina,Rezina,Gimnaziul Rezina,Gimnaziu,8,3
r-l Rezina,Mincenii de Jos,Mincenii de Jos,Gimnaziu,28,0
r-l Rezina,Peciºte,Peciºte,Liceu,0,0
r-l Rezina,Trifeºti,Trifeºti,Gimnaziu,5,0
r-l Rezina,Ciniºeuþi,Ciniºeuþi - internat,Gimnaziu,,
r-l Rezina,Horodiºte,Horodiºte,Scoala Medie,,28
r-l Rîºcani,Rîºcani,"Liceul Teoretic ""Liviu Damian""",Liceu,,51
r-l Rîºcani,Duruitoarea Nouã,Gimnaziul Duruitoarea Noua,Gimnaziu,,14
r-l Rîºcani,Grinãuþi,Gimnaziul Grinãuþi,Gimnaziu,,
r-l Rîºcani,Cucuieþii Vechi,Gimnaziul Cucuietii Vechi,Gimnaziu,61,
r-l Rîºcani,Corlãteni,Liceul Teoretic Corlãteni,Liceu,48,
r-l Rîºcani,Borosenii Noi,Gimnaziul  Borosenii Noi,Gimnaziu,,
r-l Rîºcani,Vasileuþi,Gimnaziul  Vasileuþi,Gimnaziu,,
r-l Rîºcani,Ciubara,Gimnaziul Ciubara,Gimnaziu,,
r-l Rîºcani,Horodiºte,"Gimnaziul ""Adela Zbîrciog""  Horodiºte",Gimnaziu,,
r-l Rîºcani,Rãmãzan,Gimnaziul Rãmãzani,Gimnaziu,,
r-l Rîºcani,Vãratic,Liceul Teoretic Varatic,Liceu,15,10
r-l Rîºcani,Nihoreni,"Liceul Teoretic ""Constantin Popovici""",Liceu,,37
r-l Rîºcani,Mãlãieºti,"Gimn. ""Aurel Scobioalã"" Mãlãieºti",Gimnaziu,,
r-l Rîºcani,Mihãileni,Gimnaziul Mihãileni,Gimnaziu,,
r-l Rîºcani,Moseni,Gimnaziul Moºeni,Gimnaziu,,
r-l Rîºcani,Pãºcãuþi,Gimnaziul  Pãscãuþi,Gimnaziu,2,
r-l Rîºcani,Petruºeni,Gimnaziul Petruºeni,Gimnaziu,,
r-l Rîºcani,Pociumbãuþi,Gimnaziul  Pociumbãuþi,Gimnaziu,,
r-l Rîºcani,Pociumbeni,Gimnaziul Pociumbeni,Gimnaziu,,48
r-l Rîºcani,Rîºcani,"Liceul Teoretic ""Dimitrie Cantemir""",Liceu,65,16
r-l Rîºcani,Malinovscoe,Gimnaziul  Malinovscoe,Gimnaziu,,24
r-l Rîºcani,Rîºcani,"Gimnaziu ""Gheorghe Rîºcanu""",Gimnaziu,,
r-l Rîºcani,Rãcãria,Gimnaziul  Rãcãria,Gimnaziu,19,18
r-l Rîºcani,Recea,Liceul Teoretic Recea,Liceu,21,45
r-l Rîºcani,Sturzeni,Gimnaziul  Sturzeni,Gimnaziu,,
r-l Rîºcani,Singureni,Gimnaziul  Singureni,Gimnaziu,,
r-l Rîºcani,Braniºte,Gimnaziul Braniºte,Gimnaziu,48,
r-l Rîºcani,Hiliuþi,ªcoala Medie Hiliuþi,Scoala Medie,,
r-l Rîºcani,ªaptebani,ªcoala Medie ªaptebani,Scoala Medie,0,0
r-l Rîºcani,Costeºti,"Liceul Teoretic ""Silvian  Lucaci """,Liceu,58,43
r-l Rîºcani,Costeºti,ªcoala Auxiliarã Costeºti,Gimnaziu,,
r-l Rîºcani,Uºurei,ªcoala primarã Uºurei,Scoala Primara,,
r-l Rîºcani,S.GALASENI,Gimnaziul Gãlãºeni,Gimnaziu,,
r-l Rîºcani,Sverdiac,ªcoalã primarã-grãdiniþã Sverdiac,Scoala Primara,,
r-l Rîºcani,Aluniº,ªcoala Medie Aluniº,Scoala Medie,0,0
r-l Rîºcani,Mihãileni,"Liceul Teoretic  ""Eugen Coºeriu """,Liceu,,
r-l Rîºcani,ªtiubeieni,Gimnaziul  ªtiubeieni,Gimnaziu,14,
r-l Rîºcani,Pîrjota,"Gimn. "" Valeriu Gherig"" Pîrjota",Gimnaziu,,
r-l Rîºcani,Zãicani,"Liceul Teoretic ""Leonid Gherman""",Liceu,,
r-l Sîngerei,Þîpleteºti,Gimnaziul Þîpleþeºti,Gimnaziu,2,0
r-l Sîngerei,Gura-Oituz,Scoala Primara Gura-Oituz,Scoala Primara,,
r-l Sîngerei,S.FLAMINZENI,ªcoala Medie Coºcodeni,Scoala Medie,1,
r-l Sîngerei,SÎNGEREI,"Gimnaziul  ""Anton Crihan""",Gimnaziu,,2
r-l Sîngerei,Heciul Nou,Gimnaziul  Heciul Nou,Gimnaziu,,
r-l Sîngerei,Grigorauca,Gimnaziul   Grigorãuca,Gimnaziu,30,
r-l Sîngerei,Drãgãneºti,"Liceul Teoretic ,,V Alexandri '' Drãgãneºti",Liceu,,
r-l Sîngerei,Bilicenii Vechi,Gimnaziul Bilicenii Vechi,Gimnaziu,,
r-l Sîngerei,Rãdoaia,"Liceul Teoretic ""I. Creangã""",Liceu,,
r-l Sîngerei,Cubolta,"Liceul Teoretic ""P. Halippa""",Liceu,31,25
r-l Sîngerei,Alexeuca,ªcoala Primarã  Alexeuca,Scoala Primara,,
r-l Sîngerei,Sloveanca,Gimnaziul Sloveanca,Gimnaziu,,
r-l Sîngerei,Alexãndreni,Gimnaziul Alexandreni,Gimnaziu,27,
r-l Sîngerei,Þîpleºti,Gimnaziul Þîpleºti,Gimnaziu,0,0
r-l Sîngerei,Valea Norocului,Gimnaziul Valea-Norocului,Gimnaziu,5,0
r-l Sîngerei,Dumbraviþa,Gimnaziul Dumbrãviþa,Gimnaziu,,19
r-l Sîngerei,Heciul Vechi,Gimnaziul Heciul Vechi,Gimnaziu,,
r-l Sîngerei,Iezãrenii Vechi,Gimnaziul Iezãrenii Vechi,Gimnaziu,6,
r-l Sîngerei,Mãrineºti,Gimnaziul Marineºti,Gimnaziu,,
r-l Sîngerei,Þambula,Gimnaziul Þambula,Gimnaziu,36,
r-l Sîngerei,Slobozia-Chiºcãreni,Gimnaziul Slobozia-Chiºcãreni,Gimnaziu,85,23
r-l Sîngerei,Tãura Veche,Gimnaziul Tãura Veche,Gimnaziu,,17
r-l Sîngerei,Grigoreºti,Scoala Primara Grigoreºti,Scoala Primara,,
r-l Sîngerei,Dobrogea Veche,Gimnaziul Dobrogea Veche,Gimnaziu,,1
r-l Sîngerei,SÎNGEREI,"Liceul Teoretic ""D. Cantemir""",Liceu,28,37
r-l Sîngerei,Chiºcãreni,"Liceul Teoretic ""N. Casso""",Liceu,4,5
r-l Sîngerei,Pepeni,"Liceul Teoretic ""A. Agapie""",Liceu,873,58
r-l Sîngerei,SÎNGEREI,"L.T. ""Olimp""",Liceu,85,
r-l Sîngerei,Izvoare,Gimnaziul Izvoare,Gimnaziu,3,
r-l Sîngerei,Copaceni,Gimnaziul Copãceni,Gimnaziu,,
r-l Sîngerei,Prepeliþa,Gimnaziul Prepeliþa,Gimnaziu,,
r-l Sîngerei,Petrovca,Gimnaziul Petrovca,Gimnaziu,,
r-l Sîngerei,Mîndreºtii Noi,Gimnaziul Mîndreºtii Noi,Gimnaziu,,
r-l Sîngerei,Ciuciuieni,Gimnaziul Ciuciuieni,Gimnaziu,,
r-l Sîngerei,Bobletici,Gimnaziul  Bobletici,Gimnaziu,,
r-l Sîngerei,Cozeºti,Gimnaziul Cozeºti,Gimnaziu,,
r-l Sîngerei,Coada Iazului,Gimnaziul Coada Iazului,Gimnaziu,7,
r-l Sîngerei,Sîngereii Noi,"Liceul Teoretic ""A. Russo""",Liceu,,
r-l Sîngerei,Sacarovca,Gimnaziul Sacarovca,Gimnaziu,17,
r-l Sîngerei,Slobozia-Mãgura,Gimnaziul Slobozia-Mãgura,Gimnaziu,,
r-l Sîngerei,Bocancea-Schit,Scoala Primara  Bocancea-Schit,Scoala Primara,,
r-l Sîngerei,Cotiujenii Mici,Gimnaziul Cotiujenii Mici,Gimnaziu,0,75
r-l Sîngerei,or.Biruinþa,"Liceul Teoretic ""Luceafãrul""",Liceu,126,16
r-l Sîngerei,Bursuceni,Gimnaziul Bursuceni,Gimnaziu,,
r-l Sîngerei,SÎNGEREI,"Liceul Teoretic ""M. Eminescu""",Liceu,0,0
r-l Sîngerei,Rãzãlãi,ªcoala Primarã  Rãzãlãi,Scoala Primara,,
r-l Sîngerei,Bãlãºeºti,Gimnaziul  Bãlãºeºti,Gimnaziu,,
r-l Sîngerei,Bilicenii Noi,Gimnaziul  Bilicenii Noi,Gimnaziu,,
r-l Sîngerei,Mihailovca,Gimnaziul Mihailovca,Gimnaziu,24,
r-l ªoldãneºti,Glinjeni,Gimnaziul  Glinjeni,Gimnaziu,,
r-l ªoldãneºti,Climãuþii de Jos,Gimnaziul Climãuþii de Jos,Gimnaziu,,
r-l ªoldãneºti,Soldanesti,"Liceul teoretic "" Alexei  Mateevici""ªoldãneºti",Liceu,1,17
r-l ªoldãneºti,Curãtura,ªcoala  primara  Curãtura,Scoala Primara,,
r-l ªoldãneºti,Soldanesti,ªcoala  primara ªoldãneºti,Scoala Primara,,
r-l ªoldãneºti,Fuzãuca,Gimnaziul  Fuzãuca,Gimnaziu,,
r-l ªoldãneºti,Socola,Gimnaziul  Socola,Gimnaziu,,
r-l ªoldãneºti,ªipca,Gimnaziul  ªipca,Gimnaziu,,
r-l ªoldãneºti,Salcia,Gimnaziul Salcia,Gimnaziu,,
r-l ªoldãneºti,Rogojeni,Gimnaziul Rogojeni,Gimnaziu,,
r-l ªoldãneºti,Receºti,Gimnaziul Receºti,Gimnaziu,29,
r-l ªoldãneºti,Parcani,"Gimnaziul ""M. Eminescu"", Parcani",Gimnaziu,,
r-l ªoldãneºti,Poiana,Gimnaziul Poiana,Gimnaziu,,
r-l ªoldãneºti,Cot,Gimnaziul  Cot,Gimnaziu,21,
r-l ªoldãneºti,Pohoarna,Gimnaziul Pohoarna,Gimnaziu,,
r-l ªoldãneºti,Cobîlea,Liceul teoretic Cobîlea,Liceu,,
r-l ªoldãneºti,ªestaci,"Gimnaziul ""Gr. Eftodiev""",Gimnaziu,,
r-l ªoldãneºti,Chipeºca,Gimnaziul Chipesca,Gimnaziu,,
r-l ªoldãneºti,Dobruºa,"Gimnaziul ""A. Grosu""",Gimnaziu,,
r-l ªoldãneºti,Gãuzeni,Gimnaziul  Gãuzeni,Gimnaziu,,
r-l ªoldãneºti,Sãmãºcani,ªcoala medie Sãmãºcani,Scoala Medie,14,
r-l ªoldãneºti,Cobîlea,Gimnaziul   Cobîlea,Gimnaziu,,
r-l ªoldãneºti,Alcedar,ªcoala medie  Alcedar,Scoala Medie,43,
r-l ªoldãneºti,Cotiujenii Mari,Gimnaziu Cotiujenii Mari,Scoala Medie,30,
r-l ªoldãneºti,Soldanesti,"Liceul teoretic"" ªtefan cel Mare"", ªoldãneºti",Liceu,25,32
r-l ªoldãneºti,Cuºmirca,Liceul teoretic Cuºmirca,Liceu,,
r-l ªoldãneºti,Rãspopeni,Liceul teoretic Rãspopeni,Liceu,21,
